"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mgi_symbol","mgi_description"
"129","ENSMUSG00000041731",69.4895884255627,1.85269419318555,0.510352391199651,3.63022536022716,0.000283173869575815,0.0357962111201285,"Pgm5","phosphoglucomutase 5"
"112","ENSMUSG00000037336",21.5427143859421,1.51302087340899,0.409086741662371,3.69853314546606,0.00021684903610346,0.0303975114173544,"Mfsd2b","major facilitator superfamily domain containing 2B"
"70","ENSMUSG00000028358",628.391544205879,1.19317295165898,0.366841751088232,3.25255494533936,0.00114372480994361,0.0947765862592837,"Zfp618","zinc finger protein 618"
"147","ENSMUSG00000051279",1653.04345135803,1.17285721622387,0.238728401330563,4.91293540980841,8.97228413348214e-07,0.000529289994841,"Gdf6","growth differentiation factor 6"
"149","ENSMUSG00000053297",73.0884168835652,1.16286660004171,0.318988430800526,3.64548205439114,0.000266891040117244,0.0348288458117528,"AI854703","expressed sequence AI854703"
"144","ENSMUSG00000049556",238.386903885541,1.05576497786971,0.281716768387195,3.74761141807027,0.000178526542485909,0.0275668631737586,"Lingo1","leucine rich repeat and Ig domain containing 1"
"81","ENSMUSG00000030351",241.257079447118,0.926857480290041,0.264197534212465,3.50819882953438,0.00045115173026484,0.0499016109147625,"Tspan11","tetraspanin 11"
"113","ENSMUSG00000037624",460.732109020015,0.893630502324328,0.241818072648754,3.69546615162361,0.000219483720939637,0.0304417687516343,"Kcnk2","potassium channel, subfamily K, member 2"
"145","ENSMUSG00000049719",141.08858383837,0.873955509951938,0.256854444194107,3.40253217223481,0.000667644941651836,0.0670391282546575,"Prss46","protease, serine 46"
"46","ENSMUSG00000024593",1815.299641508,0.829226014580692,0.225684291603059,3.67427439761364,0.000238526289991309,0.0318590114499713,"Megf10","multiple EGF-like-domains 10"
"47","ENSMUSG00000024598",224.236633597187,0.793070927063092,0.138845882848865,5.71187932109126,1.11735314814445e-08,2.63658097857151e-05,"Fbn2","fibrillin 2"
"131","ENSMUSG00000042607",1609.6800539052,0.779996211876632,0.157603305742827,4.94911073216578,7.45533247440126e-07,0.000458924335532926,"Asb4","ankyrin repeat and SOCS box-containing 4"
"176","ENSMUSG00000102222",735.470194112408,0.666020119172907,0.175480249307018,3.79541356821102,0.000147397540415644,0.023986831921893,"Pcdhga10","protocadherin gamma subfamily A, 10"
"2","ENSMUSG00000000142",474.600309756382,0.656411065581748,0.166017080177693,3.95387670280175,7.68950454256239e-05,0.0156965626968415,"Axin2","axin 2"
"134","ENSMUSG00000044037",1940.92513830952,0.613738350953098,0.173529045994246,3.53680473166117,0.000404998981915542,0.0462417385964536,"Als2cl","ALS2 C-terminal like"
"71","ENSMUSG00000028364",28829.2153271059,0.611532856171227,0.171096130353418,3.57420623662287,0.000351291965540989,0.0421490817638078,"Tnc","tenascin C"
"21","ENSMUSG00000015957",393.595170955103,0.606113367579555,0.163143118698211,3.71522484316835,0.000203023085002207,0.0291139660992381,"Wnt11","wingless-type MMTV integration site family, member 11"
"19","ENSMUSG00000013033",1891.2548161652,0.602124650117594,0.164936669658113,3.65064149388792,0.000261586154698129,0.0346124932543562,"Adgrl1","adhesion G protein-coupled receptor L1"
"175","ENSMUSG00000092035",627.090905051767,0.598843998967474,0.127807705167971,4.68550779611015,2.7926666757921e-06,0.00113272489222708,"Peg10","paternally expressed 10"
"23","ENSMUSG00000016763",1207.00792755023,0.580820341092677,0.174187586311603,3.33445312258734,0.000854673050562847,0.0806697403324586,"Scube1","signal peptide, CUB domain, EGF-like 1"
"22","ENSMUSG00000016128",1186.13073772886,0.56158485839109,0.0947104420271429,5.92949252871343,3.03872337664599e-09,1.07555613916385e-05,"Stard13","StAR-related lipid transfer (START) domain containing 13"
"82","ENSMUSG00000030443",121.066195286066,0.5489266977898,0.167397916207793,3.27917282499748,0.00104111854960008,0.0887961230436022,"Zfp583","zinc finger protein 583"
"123","ENSMUSG00000039153",2413.23983837835,0.543608411714317,0.108634652263771,5.0040056315954,5.61511154212339e-07,0.000377880378395599,"Runx2","runt related transcription factor 2"
"115","ENSMUSG00000037643",2279.88185237797,0.497956915766766,0.128027661338848,3.88944787836775,0.000100472543855668,0.0182370548193403,"Prkci","protein kinase C, iota"
"3","ENSMUSG00000000782",463.298640725039,0.495480864289728,0.128585569379396,3.85331625221332,0.000116528720735557,0.0203680694836298,"Tcf7","transcription factor 7, T cell specific"
